Area,Year,Variable,Value_efficiency,Unit,Variable_GDP per capita,Value_GDP per capita,Unit_GDP per capita,Variable_Total population with access to safe drinking-water (JMP),Value_Total population with access to safe drinking-water (JMP),Unit_Total population with access to safe drinking-water (JMP),Variable_Population affected by water related disease,Value_Population affected by water related disease,Unit_Population affected by water related disease,Variable_Gender Inequality Index (GII) [equality = 0; inequality = 1),Value_Gender Inequality Index (GII) [equality = 0; inequality = 1),Unit_Gender Inequality Index (GII) [equality = 0; inequality = 1),Variable_Human Development Index (HDI) [highest = 1],Value_Human Development Index (HDI) [highest = 1],Unit_Human Development Index (HDI) [highest = 1],Variable_Total renewable water resources per capita,Value_Total renewable water resources per capita,Unit_Total renewable water resources per capita,Variable_Agricultural water withdrawal as % of total water withdrawal,Value_Agricultural water withdrawal as % of total water withdrawal,Unit_Agricultural water withdrawal as % of total water withdrawal,Variable_Industrial water withdrawal as % of total water withdrawal,Value_Industrial water withdrawal as % of total water withdrawal,Unit_Industrial water withdrawal as % of total water withdrawal
India,2006,SDG 6.4.1. Water Use Efficiency,1.463676176,US$/m3,GDP per capita,800.995746,current US$/inhab,Total population with access to safe drinking-water (JMP),86.5,%,Population affected by water related disease,44000.0,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.6148,,Human Development Index (HDI) [highest = 1],0.548,,Total renewable water resources per capita,1629.940910961,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,90.781437297,%,Industrial water withdrawal as % of total water withdrawal,2.026371368,%
India,2007,SDG 6.4.1. Water Use Efficiency,1.557061622,US$/m3,GDP per capita,995.824699,current US$/inhab,Total population with access to safe drinking-water (JMP),87.4,%,Population affected by water related disease,44000.0,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.6086,,Human Development Index (HDI) [highest = 1],0.558,,Total renewable water resources per capita,1606.214303187,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,90.682015032,%,Industrial water withdrawal as % of total water withdrawal,2.081528876,%
India,2008,SDG 6.4.1. Water Use Efficiency,1.626156888,US$/m3,GDP per capita,1050.330292,current US$/inhab,Total population with access to safe drinking-water (JMP),88.4,%,Population affected by water related disease,44000.0,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.6024,,Human Development Index (HDI) [highest = 1],0.565,,Total renewable water resources per capita,1583.529364114,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,90.586690018,%,Industrial water withdrawal as % of total water withdrawal,2.13441331,%
India,2009,SDG 6.4.1. Water Use Efficiency,1.721346755,US$/m3,GDP per capita,1074.850494,current US$/inhab,Total population with access to safe drinking-water (JMP),89.4,%,Population affected by water related disease,44000.0,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5962,,Human Development Index (HDI) [highest = 1],0.571,,Total renewable water resources per capita,1561.651915707,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,90.495214092,%,Industrial water withdrawal as % of total water withdrawal,2.185162346,%
India,2010,SDG 6.4.1. Water Use Efficiency,1.808818716,US$/m3,GDP per capita,1345.8016,current US$/inhab,Total population with access to safe drinking-water (JMP),90.3,%,Population affected by water related disease,44000.0,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.59,,Human Development Index (HDI) [highest = 1],0.581,,Total renewable water resources per capita,1540.286169033,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,90.407358738,%,Industrial water withdrawal as % of total water withdrawal,2.233902759,%
India,2011,SDG 6.4.1. Water Use Efficiency,1.904726202,US$/m3,GDP per capita,1488.459732,current US$/inhab,Total population with access to safe drinking-water (JMP),91.3,%,Population affected by water related disease,44000.0,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.581,,Human Development Index (HDI) [highest = 1],0.59,,Total renewable water resources per capita,1519.455948799,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,90.407358738,%,Industrial water withdrawal as % of total water withdrawal,2.233902759,%
India,2012,SDG 6.4.1. Water Use Efficiency,2.007159731,US$/m3,GDP per capita,1460.098786,current US$/inhab,Total population with access to safe drinking-water (JMP),92.2,%,Population affected by water related disease,44000.0,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.572,,Human Development Index (HDI) [highest = 1],0.6,,Total renewable water resources per capita,1499.348112331,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,90.407358738,%,Industrial water withdrawal as % of total water withdrawal,2.233902759,%
India,2013,SDG 6.4.1. Water Use Efficiency,2.128250781,US$/m3,GDP per capita,1484.785136,current US$/inhab,Total population with access to safe drinking-water (JMP),93.1,%,Population affected by water related disease,44000.0,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.563,,Human Development Index (HDI) [highest = 1],0.607,,Total renewable water resources per capita,1480.019011812,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,90.407358738,%,Industrial water withdrawal as % of total water withdrawal,2.233902759,%
India,2014,SDG 6.4.1. Water Use Efficiency,2.28902036,US$/m3,GDP per capita,1562.780452,current US$/inhab,Total population with access to safe drinking-water (JMP),94.1,%,Population affected by water related disease,44000.0,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5629,,Human Development Index (HDI) [highest = 1],0.618,,Total renewable water resources per capita,1461.774796753,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,90.407358738,%,Industrial water withdrawal as % of total water withdrawal,2.233902759,%
India,2015,SDG 6.4.1. Water Use Efficiency,2.449643418,US$/m3,GDP per capita,1622.808197,current US$/inhab,Total population with access to safe drinking-water (JMP),94.1,%,Population affected by water related disease,44000.0,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5629,,Human Development Index (HDI) [highest = 1],0.627,,Total renewable water resources per capita,1444.514614874,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,90.407358738,%,Industrial water withdrawal as % of total water withdrawal,2.233902759,%
India,2016,SDG 6.4.1. Water Use Efficiency,2.632783897,US$/m3,GDP per capita,1711.137596,current US$/inhab,Total population with access to safe drinking-water (JMP),94.1,%,Population affected by water related disease,44000.0,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5629,,Human Development Index (HDI) [highest = 1],0.637,,Total renewable water resources per capita,1427.497478516,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,90.407358738,%,Industrial water withdrawal as % of total water withdrawal,2.233902759,%
India,2017,SDG 6.4.1. Water Use Efficiency,2.809842048,US$/m3,GDP per capita,1937.924543,current US$/inhab,Total population with access to safe drinking-water (JMP),94.1,%,Population affected by water related disease,44000.0,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5629,,Human Development Index (HDI) [highest = 1],0.643,,Total renewable water resources per capita,1411.09592079,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,90.407358738,%,Industrial water withdrawal as % of total water withdrawal,2.233902759,%
India,2018,SDG 6.4.1. Water Use Efficiency,3.001308065,US$/m3,GDP per capita,2018.400292,current US$/inhab,Total population with access to safe drinking-water (JMP),94.1,%,Population affected by water related disease,44000.0,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5629,,Human Development Index (HDI) [highest = 1],0.647,,Total renewable water resources per capita,1395.833006118,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,90.407358738,%,Industrial water withdrawal as % of total water withdrawal,2.233902759,%
India,2019,SDG 6.4.1. Water Use Efficiency,3.126651905,US$/m3,GDP per capita,2061.100834,current US$/inhab,Total population with access to safe drinking-water (JMP),94.1,%,Population affected by water related disease,44000.0,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5629,,Human Development Index (HDI) [highest = 1],0.647,,Total renewable water resources per capita,1381.594499159,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,90.407358738,%,Industrial water withdrawal as % of total water withdrawal,2.233902759,%
India,2020,SDG 6.4.1. Water Use Efficiency,2.898520889,US$/m3,GDP per capita,1913.655366,current US$/inhab,Total population with access to safe drinking-water (JMP),94.1,%,Population affected by water related disease,44000.0,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5629,,Human Development Index (HDI) [highest = 1],0.647,,Total renewable water resources per capita,1368.460051694,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,90.407358738,%,Industrial water withdrawal as % of total water withdrawal,2.233902759,%
India,2021,SDG 6.4.1. Water Use Efficiency,3.128549774,US$/m3,GDP per capita,2274.476541,current US$/inhab,Total population with access to safe drinking-water (JMP),94.1,%,Population affected by water related disease,44000.0,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5629,,Human Development Index (HDI) [highest = 1],0.647,,Total renewable water resources per capita,1357.593839072,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,90.407358738,%,Industrial water withdrawal as % of total water withdrawal,2.233902759,%
Indonesia,2005,SDG 6.4.1. Water Use Efficiency,2.791607488,US$/m3,GDP per capita,1330.266647,current US$/inhab,Total population with access to safe drinking-water (JMP),81.3,%,Population affected by water related disease,5.111,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.551,,Human Development Index (HDI) [highest = 1],0.633,,Total renewable water resources per capita,8822.791151933,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,76.462602793,%,Industrial water withdrawal as % of total water withdrawal,15.015446199,%
Indonesia,2006,SDG 6.4.1. Water Use Efficiency,2.837046333,US$/m3,GDP per capita,1674.599412,current US$/inhab,Total population with access to safe drinking-water (JMP),81.9,%,Population affected by water related disease,5.111,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5424,,Human Development Index (HDI) [highest = 1],0.643,,Total renewable water resources per capita,8708.897359762,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,77.601822471,%,Industrial water withdrawal as % of total water withdrawal,13.654376841,%
Indonesia,2007,SDG 6.4.1. Water Use Efficiency,2.895215895,US$/m3,GDP per capita,1959.447768,current US$/inhab,Total population with access to safe drinking-water (JMP),82.6,%,Population affected by water related disease,5.111,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5338,,Human Development Index (HDI) [highest = 1],0.644,,Total renewable water resources per capita,8595.396009208,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,78.663028227,%,Industrial water withdrawal as % of total water withdrawal,12.386513701,%
Indonesia,2008,SDG 6.4.1. Water Use Efficiency,2.936191704,US$/m3,GDP per capita,2283.188055,current US$/inhab,Total population with access to safe drinking-water (JMP),83.2,%,Population affected by water related disease,5.111,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5252,,Human Development Index (HDI) [highest = 1],0.648,,Total renewable water resources per capita,8484.194880481,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,79.653968366,%,Industrial water withdrawal as % of total water withdrawal,11.202599584,%
Indonesia,2009,SDG 6.4.1. Water Use Efficiency,2.947251743,US$/m3,GDP per capita,2384.023732,current US$/inhab,Total population with access to safe drinking-water (JMP),83.8,%,Population affected by water related disease,5.111,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5166,,Human Development Index (HDI) [highest = 1],0.659,,Total renewable water resources per capita,8376.998581952,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,80.581397995,%,Industrial water withdrawal as % of total water withdrawal,10.094563903,%
Indonesia,2010,SDG 6.4.1. Water Use Efficiency,3.031003754,US$/m3,GDP per capita,3094.443079,current US$/inhab,Total population with access to safe drinking-water (JMP),84.5,%,Population affected by water related disease,5.111,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.508,,Human Development Index (HDI) [highest = 1],0.666,,Total renewable water resources per capita,8272.812310682,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,81.451233224,%,Industrial water withdrawal as % of total water withdrawal,9.055338458,%
Indonesia,2011,SDG 6.4.1. Water Use Efficiency,3.151549774,US$/m3,GDP per capita,3613.800888,current US$/inhab,Total population with access to safe drinking-water (JMP),85.1,%,Population affected by water related disease,5.111,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.505333333,,Human Development Index (HDI) [highest = 1],0.674,,Total renewable water resources per capita,8169.576994665,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,82.268677496,%,Industrial water withdrawal as % of total water withdrawal,8.078706494,%
Indonesia,2012,SDG 6.4.1. Water Use Efficiency,3.240616625,US$/m3,GDP per capita,3668.212084,current US$/inhab,Total population with access to safe drinking-water (JMP),85.7,%,Population affected by water related disease,5.111,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.502666667,,Human Development Index (HDI) [highest = 1],0.682,,Total renewable water resources per capita,8067.613531219,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,83.038325763,%,Industrial water withdrawal as % of total water withdrawal,7.159178247,%
Indonesia,2013,SDG 6.4.1. Water Use Efficiency,3.311676785,US$/m3,GDP per capita,3602.885517,current US$/inhab,Total population with access to safe drinking-water (JMP),86.2,%,Population affected by water related disease,5.111,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5,,Human Development Index (HDI) [highest = 1],0.688,,Total renewable water resources per capita,7970.359029555,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,83.764250908,%,Industrial water withdrawal as % of total water withdrawal,6.291887689,%
Indonesia,2014,SDG 6.4.1. Water Use Efficiency,3.381793087,US$/m3,GDP per capita,3476.624854,current US$/inhab,Total population with access to safe drinking-water (JMP),86.8,%,Population affected by water related disease,5.111,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.494,,Human Development Index (HDI) [highest = 1],0.691,,Total renewable water resources per capita,7878.475912094,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,84.450075837,%,Industrial water withdrawal as % of total water withdrawal,5.472506392,%
Indonesia,2015,SDG 6.4.1. Water Use Efficiency,3.484138761,US$/m3,GDP per capita,3322.581679,current US$/inhab,Total population with access to safe drinking-water (JMP),87.4,%,Population affected by water related disease,5.111,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.494,,Human Development Index (HDI) [highest = 1],0.696,,Total renewable water resources per capita,7791.441780307,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,84.831972433,%,Industrial water withdrawal as % of total water withdrawal,4.781356009,%
Indonesia,2016,SDG 6.4.1. Water Use Efficiency,3.608519728,US$/m3,GDP per capita,3558.818852,current US$/inhab,Total population with access to safe drinking-water (JMP),87.4,%,Population affected by water related disease,5.111,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.494,,Human Development Index (HDI) [highest = 1],0.7,,Total renewable water resources per capita,7709.370238284,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,85.206728502,%,Industrial water withdrawal as % of total water withdrawal,4.103128439,%
Indonesia,2017,SDG 6.4.1. Water Use Efficiency,3.787281124,US$/m3,GDP per capita,3839.785074,current US$/inhab,Total population with access to safe drinking-water (JMP),87.4,%,Population affected by water related disease,5.111,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.494,,Human Development Index (HDI) [highest = 1],0.704,,Total renewable water resources per capita,7632.169231494,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,85.206728502,%,Industrial water withdrawal as % of total water withdrawal,4.103128439,%
Indonesia,2018,SDG 6.4.1. Water Use Efficiency,3.9827494,US$/m3,GDP per capita,3902.661676,current US$/inhab,Total population with access to safe drinking-water (JMP),87.4,%,Population affected by water related disease,5.111,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.494,,Human Development Index (HDI) [highest = 1],0.707,,Total renewable water resources per capita,7558.781829012,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,85.206728502,%,Industrial water withdrawal as % of total water withdrawal,4.103128439,%
Indonesia,2019,SDG 6.4.1. Water Use Efficiency,4.182464213,US$/m3,GDP per capita,4151.227553,current US$/inhab,Total population with access to safe drinking-water (JMP),87.4,%,Population affected by water related disease,5.111,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.494,,Human Development Index (HDI) [highest = 1],0.707,,Total renewable water resources per capita,7488.235213514,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,85.206728502,%,Industrial water withdrawal as % of total water withdrawal,4.103128439,%
Indonesia,2020,SDG 6.4.1. Water Use Efficiency,4.091869204,US$/m3,GDP per capita,3894.272211,current US$/inhab,Total population with access to safe drinking-water (JMP),87.4,%,Population affected by water related disease,5.111,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.494,,Human Development Index (HDI) [highest = 1],0.707,,Total renewable water resources per capita,7425.568579064,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,85.206728502,%,Industrial water withdrawal as % of total water withdrawal,4.103128439,%
Indonesia,2021,SDG 6.4.1. Water Use Efficiency,4.23545733,US$/m3,GDP per capita,4332.70928,current US$/inhab,Total population with access to safe drinking-water (JMP),87.4,%,Population affected by water related disease,5.111,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.494,,Human Development Index (HDI) [highest = 1],0.707,,Total renewable water resources per capita,7374.160617547,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,85.206728502,%,Industrial water withdrawal as % of total water withdrawal,4.103128439,%
Iran (Islamic Republic of),2005,SDG 6.4.1. Water Use Efficiency,3.468664829,US$/m3,GDP per capita,3261.471846,current US$/inhab,Total population with access to safe drinking-water (JMP),95.1,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.527,,Human Development Index (HDI) [highest = 1],0.696,,Total renewable water resources per capita,1952.692144722,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,92.175777063,%,Industrial water withdrawal as % of total water withdrawal,1.178992497,%
Iran (Islamic Republic of),2006,SDG 6.4.1. Water Use Efficiency,3.665256276,US$/m3,GDP per capita,3817.339316,current US$/inhab,Total population with access to safe drinking-water (JMP),95.2,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5286,,Human Development Index (HDI) [highest = 1],0.732,,Total renewable water resources per capita,1922.743440407,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,92.175777063,%,Industrial water withdrawal as % of total water withdrawal,1.178992497,%
Iran (Islamic Republic of),2007,SDG 6.4.1. Water Use Efficiency,3.933206498,US$/m3,GDP per capita,4996.501656,current US$/inhab,Total population with access to safe drinking-water (JMP),95.4,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5302,,Human Development Index (HDI) [highest = 1],0.736,,Total renewable water resources per capita,1894.995891698,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,92.175777063,%,Industrial water withdrawal as % of total water withdrawal,1.178992497,%
Iran (Islamic Republic of),2008,SDG 6.4.1. Water Use Efficiency,3.970047078,US$/m3,GDP per capita,5870.903752,current US$/inhab,Total population with access to safe drinking-water (JMP),95.5,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5318,,Human Development Index (HDI) [highest = 1],0.741,,Total renewable water resources per capita,1869.17623973,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,92.175777063,%,Industrial water withdrawal as % of total water withdrawal,1.178992497,%
Iran (Islamic Republic of),2009,SDG 6.4.1. Water Use Efficiency,4.002194624,US$/m3,GDP per capita,5911.794201,current US$/inhab,Total population with access to safe drinking-water (JMP),95.6,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5334,,Human Development Index (HDI) [highest = 1],0.747,,Total renewable water resources per capita,1843.918851963,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,92.175777063,%,Industrial water withdrawal as % of total water withdrawal,1.178992497,%
Iran (Islamic Republic of),2010,SDG 6.4.1. Water Use Efficiency,4.299435202,US$/m3,GDP per capita,6949.406477,current US$/inhab,Total population with access to safe drinking-water (JMP),95.8,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.535,,Human Development Index (HDI) [highest = 1],0.756,,Total renewable water resources per capita,1818.203407534,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,92.175777063,%,Industrial water withdrawal as % of total water withdrawal,1.178992497,%
Iran (Islamic Republic of),2011,SDG 6.4.1. Water Use Efficiency,4.443049274,US$/m3,GDP per capita,8508.533691,current US$/inhab,Total population with access to safe drinking-water (JMP),95.9,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.526666667,,Human Development Index (HDI) [highest = 1],0.767,,Total renewable water resources per capita,1795.12269702,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,92.175777063,%,Industrial water withdrawal as % of total water withdrawal,1.178992497,%
Iran (Islamic Republic of),2012,SDG 6.4.1. Water Use Efficiency,4.218807489,US$/m3,GDP per capita,8386.563279,current US$/inhab,Total population with access to safe drinking-water (JMP),96.0,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.518333333,,Human Development Index (HDI) [highest = 1],0.782,,Total renewable water resources per capita,1772.337187367,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,92.175777063,%,Industrial water withdrawal as % of total water withdrawal,1.178992497,%
Iran (Islamic Republic of),2013,SDG 6.4.1. Water Use Efficiency,4.106597368,US$/m3,GDP per capita,7360.99172,current US$/inhab,Total population with access to safe drinking-water (JMP),96.1,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.51,,Human Development Index (HDI) [highest = 1],0.785,,Total renewable water resources per capita,1746.710074856,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,92.175777063,%,Industrial water withdrawal as % of total water withdrawal,1.178992497,%
Iran (Islamic Republic of),2014,SDG 6.4.1. Water Use Efficiency,4.2392515,US$/m3,GDP per capita,5907.765574,current US$/inhab,Total population with access to safe drinking-water (JMP),96.2,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5146,,Human Development Index (HDI) [highest = 1],0.788,,Total renewable water resources per capita,1713.883621643,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,92.175777063,%,Industrial water withdrawal as % of total water withdrawal,1.178992497,%
Iran (Islamic Republic of),2015,SDG 6.4.1. Water Use Efficiency,4.137152305,US$/m3,GDP per capita,5100.940323,current US$/inhab,Total population with access to safe drinking-water (JMP),96.2,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5146,,Human Development Index (HDI) [highest = 1],0.789,,Total renewable water resources per capita,1675.554356997,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,92.175777063,%,Industrial water withdrawal as % of total water withdrawal,1.178992497,%
Iran (Islamic Republic of),2016,SDG 6.4.1. Water Use Efficiency,4.467887253,US$/m3,GDP per capita,5594.817006,current US$/inhab,Total population with access to safe drinking-water (JMP),96.2,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5146,,Human Development Index (HDI) [highest = 1],0.799,,Total renewable water resources per capita,1645.07502446,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,92.175777063,%,Industrial water withdrawal as % of total water withdrawal,1.178992497,%
Iran (Islamic Republic of),2017,SDG 6.4.1. Water Use Efficiency,4.58855024,US$/m3,GDP per capita,5960.707147,current US$/inhab,Total population with access to safe drinking-water (JMP),96.2,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5146,,Human Development Index (HDI) [highest = 1],0.799,,Total renewable water resources per capita,1621.73690016,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,92.175777063,%,Industrial water withdrawal as % of total water withdrawal,1.178992497,%
Iran (Islamic Republic of),2018,SDG 6.4.1. Water Use Efficiency,4.447609052,US$/m3,GDP per capita,6147.867106,current US$/inhab,Total population with access to safe drinking-water (JMP),96.2,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5146,,Human Development Index (HDI) [highest = 1],0.797,,Total renewable water resources per capita,1600.664592622,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,92.175777063,%,Industrial water withdrawal as % of total water withdrawal,1.178992497,%
Iran (Islamic Republic of),2019,SDG 6.4.1. Water Use Efficiency,4.132858892,US$/m3,GDP per capita,5999.658534,current US$/inhab,Total population with access to safe drinking-water (JMP),96.2,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5146,,Human Development Index (HDI) [highest = 1],0.797,,Total renewable water resources per capita,1583.160207495,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,92.175777063,%,Industrial water withdrawal as % of total water withdrawal,1.178992497,%
Iran (Islamic Republic of),2020,SDG 6.4.1. Water Use Efficiency,4.323459413,US$/m3,GDP per capita,6228.127101,current US$/inhab,Total population with access to safe drinking-water (JMP),96.2,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5146,,Human Development Index (HDI) [highest = 1],0.797,,Total renewable water resources per capita,1569.993091893,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,92.175777063,%,Industrial water withdrawal as % of total water withdrawal,1.178992497,%
Iran (Islamic Republic of),2021,SDG 6.4.1. Water Use Efficiency,4.618801347,US$/m3,GDP per capita,6766.020902,current US$/inhab,Total population with access to safe drinking-water (JMP),96.2,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5146,,Human Development Index (HDI) [highest = 1],0.797,,Total renewable water resources per capita,1558.68574375,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,92.175777063,%,Industrial water withdrawal as % of total water withdrawal,1.178992497,%
Iraq,2005,SDG 6.4.1. Water Use Efficiency,1.626827588,US$/m3,GDP per capita,1740.66833,current US$/inhab,Total population with access to safe drinking-water (JMP),82.8,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.797,,Human Development Index (HDI) [highest = 1],0.632,,Total renewable water resources per capita,3131.154027829,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,81.989924433,%,Industrial water withdrawal as % of total water withdrawal,12.317380353,%
Iraq,2006,SDG 6.4.1. Water Use Efficiency,1.783811364,US$/m3,GDP per capita,2241.966172,current US$/inhab,Total population with access to safe drinking-water (JMP),83.2,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.7472,,Human Development Index (HDI) [highest = 1],0.637,,Total renewable water resources per capita,3108.739422078,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,82.760416667,%,Industrial water withdrawal as % of total water withdrawal,11.744791667,%
Iraq,2007,SDG 6.4.1. Water Use Efficiency,1.886678704,US$/m3,GDP per capita,3099.696432,current US$/inhab,Total population with access to safe drinking-water (JMP),83.7,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.6974,,Human Development Index (HDI) [highest = 1],0.639,,Total renewable water resources per capita,3135.283286941,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,83.58490566,%,Industrial water withdrawal as % of total water withdrawal,11.132075472,%
Iraq,2008,SDG 6.4.1. Water Use Efficiency,2.134003171,US$/m3,GDP per capita,4231.53059,current US$/inhab,Total population with access to safe drinking-water (JMP),84.2,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.6476,,Human Development Index (HDI) [highest = 1],0.646,,Total renewable water resources per capita,3075.461299515,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,84.469273743,%,Industrial water withdrawal as % of total water withdrawal,10.474860335,%
Iraq,2009,SDG 6.4.1. Water Use Efficiency,2.261336656,US$/m3,GDP per capita,4246.942782,current US$/inhab,Total population with access to safe drinking-water (JMP),84.7,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5978,,Human Development Index (HDI) [highest = 1],0.648,,Total renewable water resources per capita,2966.749688996,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,85.420289855,%,Industrial water withdrawal as % of total water withdrawal,9.768115942,%
