Country,Year,Value - GDP per capita,Unit - GDP per capita,Value - HDI,Unit - HDI,Value - Water Use Efficiency,Unit - Water Use Efficiency,Value - Water Stress,Unit - Water Stress,Value - Total population with access to safe drinking-water,Unit - Total population with access to safe drinking-water,Value - Total renewable water resources per capita,Unit - Total renewable water resources per capita
Kazakhstan,2016,7593.435166,current US$/inhab,0.808,,6.98305379,US$/m3,30.0,%,92.9,%,5996.608246246,m3/inhab/year
Kazakhstan,2017,9107.697681,current US$/inhab,0.813,,7.322140467,US$/m3,31.137309293,%,92.9,%,5919.252032808,m3/inhab/year
Kazakhstan,2018,9674.129882,current US$/inhab,0.817,,7.856284514,US$/m3,32.651872399,%,92.9,%,5847.956686389,m3/inhab/year
Kazakhstan,2019,9686.716745,current US$/inhab,0.817,,8.14688898,US$/m3,32.615811373,%,92.9,%,5780.553941404,m3/inhab/year
Kazakhstan,2020,9014.183026,current US$/inhab,0.817,,7.708116658,US$/m3,34.098474341,%,92.9,%,5712.029715832,m3/inhab/year
Kazakhstan,2021,10054.89008,current US$/inhab,0.817,,7.999585183,US$/m3,34.098474341,%,92.9,%,5647.393934248,m3/inhab/year
Kenya,2005,657.2909,current US$/inhab,0.484,,13.266887059,US$/m3,21.241314333,%,56.0,%,856.512887729,m3/inhab/year
Kenya,2006,766.213195,current US$/inhab,0.499,,13.575430828,US$/m3,22.298904723,%,56.8,%,831.409333878,m3/inhab/year
Kenya,2007,920.461094,current US$/inhab,0.507,,13.819403455,US$/m3,23.356495112,%,57.7,%,807.113260048,m3/inhab/year
Kenya,2008,1003.523945,current US$/inhab,0.515,,13.135266081,US$/m3,24.414085502,%,58.5,%,783.425173135,m3/inhab/year
Kenya,2009,1004.792415,current US$/inhab,0.524,,12.91304566,US$/m3,25.471675892,%,59.3,%,760.570367326,m3/inhab/year
Kenya,2010,1055.438835,current US$/inhab,0.533,,13.135801536,US$/m3,26.529266282,%,60.0,%,739.440185973,m3/inhab/year
Kenya,2011,1077.982894,current US$/inhab,0.54,,13.598294983,US$/m3,26.532563891,%,60.8,%,720.063241724,m3/inhab/year
Kenya,2012,1262.967406,current US$/inhab,0.545,,14.367198567,US$/m3,26.5358615,%,61.6,%,702.102552438,m3/inhab/year
Kenya,2013,1347.515637,current US$/inhab,0.551,,15.134998819,US$/m3,26.53915911,%,62.3,%,685.384617308,m3/inhab/year
Kenya,2014,1468.766152,current US$/inhab,0.556,,16.000766933,US$/m3,26.542456719,%,63.1,%,669.839670275,m3/inhab/year
Kenya,2015,1496.653568,current US$/inhab,0.562,,16.47097754,US$/m3,26.545754328,%,63.2,%,655.262005766,m3/inhab/year
Kenya,2016,1562.076611,current US$/inhab,0.568,,13.635807074,US$/m3,33.239901072,%,63.2,%,640.989905557,m3/inhab/year
Kenya,2017,1676.56633,current US$/inhab,0.574,,13.920838469,US$/m3,33.239901072,%,63.2,%,627.194452774,m3/inhab/year
Kenya,2018,1845.783413,current US$/inhab,0.579,,14.700973755,US$/m3,33.239901072,%,63.2,%,614.573962915,m3/inhab/year
Kenya,2019,1973.529815,current US$/inhab,0.579,,15.317846347,US$/m3,33.239901072,%,63.2,%,602.534373408,m3/inhab/year
Kenya,2020,1943.103391,current US$/inhab,0.579,,14.930679248,US$/m3,33.239901072,%,63.2,%,590.546107032,m3/inhab/year
Kenya,2021,2085.776707,current US$/inhab,0.579,,16.222708996,US$/m3,33.239901072,%,63.2,%,579.183933234,m3/inhab/year
Kiribati,2005,1142.337839,current US$/inhab,0.585,,,,,,62.2,%,0.0,m3/inhab/year
Kiribati,2006,1103.080958,current US$/inhab,0.582,,,,,,62.9,%,0.0,m3/inhab/year
Kiribati,2007,1303.741037,current US$/inhab,0.583,,,,,,63.5,%,0.0,m3/inhab/year
Kiribati,2008,1356.641875,current US$/inhab,0.586,,,,,,64.1,%,0.0,m3/inhab/year
Kiribati,2009,1249.302483,current US$/inhab,0.585,,,,,,64.8,%,0.0,m3/inhab/year
Kiribati,2010,1438.080466,current US$/inhab,0.589,,,,,,65.4,%,0.0,m3/inhab/year
Kiribati,2011,1644.407212,current US$/inhab,0.587,,,,,,66.1,%,0.0,m3/inhab/year
Kiribati,2012,1698.918746,current US$/inhab,0.596,,,,,,66.7,%,0.0,m3/inhab/year
Kiribati,2013,1628.642075,current US$/inhab,0.605,,,,,,66.8,%,0.0,m3/inhab/year
Kiribati,2014,1546.881728,current US$/inhab,0.613,,,,,,66.8,%,0.0,m3/inhab/year
Kiribati,2015,1459.143392,current US$/inhab,0.619,,,,,,66.9,%,0.0,m3/inhab/year
Kiribati,2016,1506.134282,current US$/inhab,0.622,,,,,,66.9,%,0.0,m3/inhab/year
Kiribati,2017,1563.46714,current US$/inhab,0.623,,,,,,66.9,%,0.0,m3/inhab/year
Kiribati,2018,1605.028704,current US$/inhab,0.623,,,,,,66.9,%,0.0,m3/inhab/year
Kiribati,2019,1411.940729,current US$/inhab,0.623,,,,,,66.9,%,0.0,m3/inhab/year
Kiribati,2020,1404.75116,current US$/inhab,0.623,,,,,,66.9,%,0.0,m3/inhab/year
Kiribati,2021,1764.934486,current US$/inhab,0.623,,,,,,66.9,%,0.0,m3/inhab/year
Kuwait,2005,36144.688546,current US$/inhab,0.783,,93.045329767,US$/m3,2380.538461539,%,99.0,%,8.946932611,m3/inhab/year
Kuwait,2006,42971.392214,current US$/inhab,0.788,,98.747525951,US$/m3,2482.384615385,%,99.0,%,8.462352475,m3/inhab/year
Kuwait,2007,45730.367497,current US$/inhab,0.789,,103.772440441,US$/m3,2584.230769231,%,99.0,%,7.97839769,m3/inhab/year
Kuwait,2008,55595.689136,current US$/inhab,0.79,,104.229516281,US$/m3,2686.076923077,%,99.0,%,7.544522111,m3/inhab/year
Kuwait,2009,37905.901701,current US$/inhab,0.792,,96.456986982,US$/m3,2787.923076923,%,99.0,%,7.154227254,m3/inhab/year
Kuwait,2010,39212.398194,current US$/inhab,0.794,,100.42914437,US$/m3,2889.769230769,%,99.0,%,6.794964659,m3/inhab/year
Kuwait,2011,48997.872655,current US$/inhab,0.796,,107.092785071,US$/m3,2991.615384615,%,99.0,%,6.361677256,m3/inhab/year
Kuwait,2012,51270.832952,current US$/inhab,0.8,,112.607565526,US$/m3,3093.461538461,%,99.0,%,5.891601022,m3/inhab/year
Kuwait,2013,47762.722329,current US$/inhab,0.798,,112.025080254,US$/m3,3195.307692308,%,99.0,%,5.484684293,m3/inhab/year
Kuwait,2014,43241.418004,current US$/inhab,0.8,,112.669511561,US$/m3,3297.153846154,%,99.0,%,5.316909047,m3/inhab/year
Kuwait,2015,29314.940967,current US$/inhab,0.807,,113.590150429,US$/m3,3399.0,%,99.0,%,5.116734459,m3/inhab/year
Kuwait,2016,27026.648205,current US$/inhab,0.809,,111.957578287,US$/m3,3575.0,%,99.0,%,4.940607719,m3/inhab/year
Kuwait,2017,29258.289478,current US$/inhab,0.809,,101.532143286,US$/m3,3850.5,%,99.0,%,4.848597689,m3/inhab/year
Kuwait,2018,32012.135269,current US$/inhab,0.808,,103.776022359,US$/m3,3850.5,%,99.0,%,4.632648358,m3/inhab/year
Kuwait,2019,30666.220373,current US$/inhab,0.808,,103.93707874,US$/m3,3850.5,%,99.0,%,4.5033888,m3/inhab/year
Kuwait,2020,24297.701152,current US$/inhab,0.808,,95.947338473,US$/m3,3850.5,%,99.0,%,4.586688879,m3/inhab/year
Kuwait,2021,32150.178819,current US$/inhab,0.808,,96.156522809,US$/m3,3850.5,%,99.0,%,4.705756128,m3/inhab/year
Kyrgyzstan,2005,473.75174,current US$/inhab,0.616,,0.438901175,US$/m3,52.606804311,%,82.3,%,4547.945606432,m3/inhab/year
Kyrgyzstan,2006,540.172485,current US$/inhab,0.621,,0.464644639,US$/m3,50.03895598,%,83.0,%,4501.423252525,m3/inhab/year
Kyrgyzstan,2007,718.175378,current US$/inhab,0.628,,0.507558098,US$/m3,50.03895598,%,83.8,%,4460.631499107,m3/inhab/year
Kyrgyzstan,2008,961.564061,current US$/inhab,0.631,,0.562185764,US$/m3,50.03895598,%,84.6,%,4418.366020225,m3/inhab/year
Kyrgyzstan,2009,866.270357,current US$/inhab,0.635,,0.606155525,US$/m3,50.03895598,%,85.3,%,4362.325305199,m3/inhab/year
Kyrgyzstan,2010,874.281438,current US$/inhab,0.636,,0.615283943,US$/m3,50.03895598,%,86.1,%,4306.887920618,m3/inhab/year
Kyrgyzstan,2011,1116.244756,current US$/inhab,0.639,,0.650414087,US$/m3,50.03895598,%,86.9,%,4253.705107184,m3/inhab/year
Kyrgyzstan,2012,1172.798562,current US$/inhab,0.649,,0.635706782,US$/m3,50.03895598,%,87.6,%,4193.574161702,m3/inhab/year
Kyrgyzstan,2013,1282.447216,current US$/inhab,0.658,,0.700854524,US$/m3,50.03895598,%,88.4,%,4129.338620453,m3/inhab/year
Kyrgyzstan,2014,1284.411209,current US$/inhab,0.663,,0.729827956,US$/m3,50.03895598,%,89.2,%,4061.972163331,m3/inhab/year
Kyrgyzstan,2015,1129.027906,current US$/inhab,0.666,,0.777040161,US$/m3,50.03895598,%,90.0,%,3992.912909257,m3/inhab/year
Kyrgyzstan,2016,1132.063295,current US$/inhab,0.669,,0.796441248,US$/m3,50.03895598,%,90.0,%,3924.364675135,m3/inhab/year
Kyrgyzstan,2017,1258.390778,current US$/inhab,0.671,,0.836812653,US$/m3,50.03895598,%,90.0,%,3858.355329073,m3/inhab/year
Kyrgyzstan,2018,1329.013284,current US$/inhab,0.674,,0.861293505,US$/m3,50.03895598,%,90.0,%,3794.974334353,m3/inhab/year
Kyrgyzstan,2019,1402.83375,current US$/inhab,0.674,,0.9121523,US$/m3,50.03895598,%,90.0,%,3734.872446152,m3/inhab/year
Kyrgyzstan,2020,1211.054607,current US$/inhab,0.674,,0.857064979,US$/m3,50.03895598,%,90.0,%,3676.025397541,m3/inhab/year
Kyrgyzstan,2021,1339.00521,current US$/inhab,0.674,,0.882133234,US$/m3,50.03895598,%,90.0,%,3618.095871728,m3/inhab/year
Lao People's Democratic Republic,2005,503.394049,current US$/inhab,0.505,,1.423646886,US$/m3,2.277053455,%,56.8,%,56979.618894339,m3/inhab/year
Lao People's Democratic Republic,2006,606.395275,current US$/inhab,0.511,,1.233435841,US$/m3,2.572359844,%,59.0,%,56082.533309409,m3/inhab/year
Lao People's Democratic Republic,2007,756.455079,current US$/inhab,0.521,,1.308049946,US$/m3,2.867666232,%,61.2,%,55202.911668058,m3/inhab/year
Lao People's Democratic Republic,2008,934.14167,current US$/inhab,0.528,,1.323355178,US$/m3,3.162972621,%,63.3,%,54352.600230025,m3/inhab/year
Lao People's Democratic Republic,2009,972.233508,current US$/inhab,0.539,,1.337683461,US$/m3,3.458279009,%,65.4,%,53531.901642555,m3/inhab/year
Lao People's Democratic Republic,2010,1156.566063,current US$/inhab,0.546,,1.361864101,US$/m3,3.753585398,%,67.5,%,52740.464097107,m3/inhab/year
Lao People's Democratic Republic,2011,1362.417326,current US$/inhab,0.558,,1.387251478,US$/m3,4.048891786,%,69.5,%,51976.777368111,m3/inhab/year
Lao People's Democratic Republic,2012,1565.780232,current US$/inhab,0.569,,1.369494164,US$/m3,4.344198175,%,71.5,%,51238.299884019,m3/inhab/year
Lao People's Democratic Republic,2013,1809.225967,current US$/inhab,0.579,,1.38620948,US$/m3,4.639504563,%,73.5,%,50524.622837857,m3/inhab/year
Lao People's Democratic Republic,2014,1982.890671,current US$/inhab,0.586,,1.401845953,US$/m3,4.934810952,%,75.5,%,49839.691044727,m3/inhab/year
Lao People's Democratic Republic,2015,2120.164694,current US$/inhab,0.594,,1.432219107,US$/m3,5.117340287,%,75.7,%,49135.024668434,m3/inhab/year
Lao People's Democratic Republic,2016,2293.550997,current US$/inhab,0.598,,1.55268937,US$/m3,4.993481095,%,75.7,%,48393.90988401,m3/inhab/year
Lao People's Democratic Republic,2017,2439.462411,current US$/inhab,0.602,,1.755568505,US$/m3,4.771838331,%,75.7,%,47657.03851589,m3/inhab/year
Lao People's Democratic Republic,2018,2553.360418,current US$/inhab,0.604,,1.883700918,US$/m3,4.771838331,%,75.7,%,46938.735871581,m3/inhab/year
Lao People's Democratic Republic,2019,2598.505794,current US$/inhab,0.604,,1.986878879,US$/m3,4.791395046,%,75.7,%,46242.033995036,m3/inhab/year
Lao People's Democratic Republic,2020,2611.685607,current US$/inhab,0.604,,2.051624578,US$/m3,4.791395046,%,75.7,%,45563.850256012,m3/inhab/year
Lao People's Democratic Republic,2021,2568.924082,current US$/inhab,0.604,,2.095769965,US$/m3,4.791395046,%,75.7,%,44915.480110119,m3/inhab/year
Latvia,2005,7613.906586,current US$/inhab,0.802,,,,1.306776665,%,98.6,%,15646.01145374,m3/inhab/year
Latvia,2006,9787.304721,current US$/inhab,0.809,,,,1.262109605,%,98.6,%,15853.620356157,m3/inhab/year
Latvia,2007,14271.740509,current US$/inhab,0.818,,113.779542875,US$/m3,1.217442546,%,98.7,%,16056.594209792,m3/inhab/year
Latvia,2008,16672.225002,current US$/inhab,0.821,,107.849408279,US$/m3,1.348261638,%,98.8,%,16248.049211035,m3/inhab/year
Latvia,2009,12422.428427,current US$/inhab,0.819,,88.869974117,US$/m3,2.327047731,%,98.9,%,16432.570728484,m3/inhab/year
Latvia,2010,11403.122197,current US$/inhab,0.817,,80.208669672,US$/m3,1.621685327,%,98.9,%,16625.982022622,m3/inhab/year
Latvia,2011,13342.418201,current US$/inhab,0.822,,79.450569067,US$/m3,2.175014732,%,99.0,%,16822.550498947,m3/inhab/year
Latvia,2012,13719.917244,current US$/inhab,0.825,,82.484832859,US$/m3,1.462581025,%,99.1,%,17013.725898845,m3/inhab/year
Latvia,2013,14866.399247,current US$/inhab,0.834,,88.19814177,US$/m3,1.390689452,%,99.2,%,17199.23248302,m3/inhab/year
Latvia,2014,15586.544403,current US$/inhab,0.836,,131.808805902,US$/m3,0.992928698,%,99.3,%,17374.103634987,m3/inhab/year
Latvia,2015,13681.096526,current US$/inhab,0.842,,130.419511136,US$/m3,1.041249263,%,99.3,%,17540.55689009,m3/inhab/year
Latvia,2016,14220.86377,current US$/inhab,0.845,,126.255236056,US$/m3,1.095214302,%,99.3,%,17704.801071814,m3/inhab/year
Latvia,2017,15593.840394,current US$/inhab,0.849,,137.32278916,US$/m3,1.067280854,%,99.3,%,17873.384412813,m3/inhab/year
Latvia,2018,17786.98586,current US$/inhab,0.854,,136.034492212,US$/m3,1.080430171,%,99.3,%,18050.970485062,m3/inhab/year
Latvia,2019,17919.632398,current US$/inhab,0.854,,142.748548936,US$/m3,1.052616382,%,99.3,%,18230.627349593,m3/inhab/year
Latvia,2020,18239.742674,current US$/inhab,0.854,,137.600237185,US$/m3,1.067831467,%,99.3,%,18418.050743997,m3/inhab/year
Latvia,2021,21267.462244,current US$/inhab,0.854,,144.278520877,US$/m3,1.067831467,%,99.3,%,18645.416370718,m3/inhab/year
Lebanon,2005,4630.009214,current US$/inhab,0.724,,21.042337173,US$/m3,35.561323816,%,91.7,%,969.837890832,m3/inhab/year
Lebanon,2006,4665.962801,current US$/inhab,0.723,,21.126323615,US$/m3,37.884490591,%,92.9,%,954.052913389,m3/inhab/year
Lebanon,2007,5162.032958,current US$/inhab,0.736,,21.940520856,US$/m3,40.207657365,%,94.1,%,936.250937706,m3/inhab/year
Lebanon,2008,5957.696755,current US$/inhab,0.742,,23.649490054,US$/m3,42.53082414,%,95.3,%,921.30862243,m3/inhab/year
Lebanon,2009,7149.791498,current US$/inhab,0.749,,24.300882606,US$/m3,44.853990915,%,96.5,%,909.488430431,m3/inhab/year
Lebanon,2010,7695.245414,current US$/inhab,0.751,,25.630488715,US$/m3,47.17715769,%,97.7,%,901.357139998,m3/inhab/year
Lebanon,2011,7914.109568,current US$/inhab,0.753,,25.659963007,US$/m3,49.500324465,%,99.0,%,892.556990448,m3/inhab/year
Lebanon,2012,8500.180564,current US$/inhab,0.744,,25.590282353,US$/m3,51.82349124,%,99.0,%,869.584192763,m3/inhab/year
Lebanon,2013,8255.20921,current US$/inhab,0.741,,25.802355548,US$/m3,54.146658014,%,99.0,%,792.942093392,m3/inhab/year
Lebanon,2014,7665.379692,current US$/inhab,0.732,,26.098662667,US$/m3,56.469824789,%,99.0,%,717.684818583,m3/inhab/year
Lebanon,2015,7802.751368,current US$/inhab,0.728,,25.153211083,US$/m3,58.792991564,%,99.0,%,703.710302019,m3/inhab/year
Lebanon,2016,8172.299475,current US$/inhab,0.725,,25.573009668,US$/m3,58.792991564,%,99.0,%,719.487797548,m3/inhab/year
Lebanon,2017,8679.897423,current US$/inhab,0.732,,25.874277732,US$/m3,58.792991564,%,99.0,%,737.07877822,m3/inhab/year
Lebanon,2018,9225.845156,current US$/inhab,0.73,,25.625658375,US$/m3,58.792991564,%,99.0,%,756.700021627,m3/inhab/year
Lebanon,2019,8997.363546,current US$/inhab,0.73,,24.096063589,US$/m3,58.792991564,%,99.0,%,778.80879094,m3/inhab/year
Lebanon,2020,6895.234184,current US$/inhab,0.73,,20.242064466,US$/m3,58.792991564,%,99.0,%,795.172387122,m3/inhab/year
Lebanon,2021,6784.799328,current US$/inhab,0.73,,17.385056453,US$/m3,58.792991564,%,99.0,%,805.166655909,m3/inhab/year
Lesotho,2005,737.599008,current US$/inhab,0.43,,30.299019128,US$/m3,2.565905097,%,79.9,%,1528.250896115,m3/inhab/year
Lesotho,2006,770.460039,current US$/inhab,0.431,,32.59746943,US$/m3,2.565905097,%,80.1,%,1528.748773258,m3/inhab/year
Lesotho,2007,848.077374,current US$/inhab,0.441,,36.351942334,US$/m3,2.565905097,%,80.3,%,1523.59633268,m3/inhab/year
Lesotho,2008,885.65927,current US$/inhab,0.446,,38.733678793,US$/m3,2.565905097,%,80.5,%,1514.776337409,m3/inhab/year
Lesotho,2009,866.475109,current US$/inhab,0.455,,37.570593139,US$/m3,2.565905097,%,80.7,%,1504.104433226,m3/inhab/year
Lesotho,2010,1104.596965,current US$/inhab,0.461,,38.696228049,US$/m3,2.565905097,%,80.8,%,1494.007901136,m3/inhab/year
Lesotho,2011,1265.643141,current US$/inhab,0.47,,40.379952203,US$/m3,2.565905097,%,81.0,%,1483.061348781,m3/inhab/year
Lesotho,2012,1206.158349,current US$/inhab,0.48,,42.220482349,US$/m3,2.565905097,%,81.2,%,1470.761437823,m3/inhab/year
Lesotho,2013,1140.668655,current US$/inhab,0.486,,43.099484212,US$/m3,2.565905097,%,81.4,%,1457.130609917,m3/inhab/year
Lesotho,2014,1165.050695,current US$/inhab,0.493,,44.526670144,US$/m3,2.565905097,%,81.6,%,1442.315493867,m3/inhab/year
Lesotho,2015,1113.836844,current US$/inhab,0.499,,45.939314184,US$/m3,2.565905097,%,81.8,%,1426.466860607,m3/inhab/year
Lesotho,2016,986.265257,current US$/inhab,0.507,,46.850927488,US$/m3,2.565905097,%,81.8,%,1409.599080542,m3/inhab/year
Lesotho,2017,1061.916962,current US$/inhab,0.514,,44.923877278,US$/m3,2.565905097,%,81.8,%,1392.230872604,m3/inhab/year
Lesotho,2018,1162.365334,current US$/inhab,0.518,,44.515187395,US$/m3,2.565905097,%,81.8,%,1374.875626531,m3/inhab/year
Lesotho,2019,1094.244839,current US$/inhab,0.518,,44.123452036,US$/m3,2.565905097,%,81.8,%,1357.77386191,m3/inhab/year
Lesotho,2020,938.7011,current US$/inhab,0.518,,41.672766162,US$/m3,2.565905097,%,81.8,%,1340.668115878,m3/inhab/year
Lesotho,2021,1040.308674,current US$/inhab,0.518,,42.341527714,US$/m3,2.565905097,%,81.8,%,1324.593877413,m3/inhab/year
Liberia,2005,216.216718,current US$/inhab,0.417,,1.680927455,US$/m3,0.264311594,%,66.8,%,71027.989313962,m3/inhab/year
Liberia,2006,235.984412,current US$/inhab,0.424,,1.911048292,US$/m3,0.264311594,%,67.6,%,67141.344395449,m3/inhab/year
Liberia,2007,261.235321,current US$/inhab,0.431,,2.481554511,US$/m3,0.264311594,%,68.5,%,63863.640117377,m3/inhab/year
Liberia,2008,290.970634,current US$/inhab,0.436,,2.560346554,US$/m3,0.264311594,%,69.4,%,61312.613193787,m3/inhab/year
Liberia,2009,295.769649,current US$/inhab,0.438,,2.886017284,US$/m3,0.264311594,%,70.3,%,59410.007410886,m3/inhab/year
Liberia,2010,321.396553,current US$/inhab,0.441,,2.944224277,US$/m3,0.264311594,%,71.1,%,57712.074460517,m3/inhab/year
Liberia,2011,367.841383,current US$/inhab,0.457,,2.80966181,US$/m3,0.264311594,%,72.0,%,55487.126747426,m3/inhab/year
Liberia,2012,400.301034,current US$/inhab,0.455,,3.589994777,US$/m3,0.264311594,%,72.9,%,53558.154459871,m3/inhab/year
Liberia,2013,437.28555,current US$/inhab,0.463,,4.3830087,US$/m3,0.264311594,%,73.8,%,52401.987390546,m3/inhab/year
Liberia,2014,454.264041,current US$/inhab,0.464,,5.645258721,US$/m3,0.264311594,%,74.7,%,51334.270626309,m3/inhab/year
Liberia,2015,578.666439,current US$/inhab,0.463,,4.786877406,US$/m3,0.264311594,%,75.6,%,50299.967760322,m3/inhab/year
Liberia,2016,585.835779,current US$/inhab,0.463,,4.196268231,US$/m3,0.264311594,%,75.6,%,49297.751406314,m3/inhab/year
Liberia,2017,576.029301,current US$/inhab,0.466,,4.306449116,US$/m3,0.264311594,%,75.6,%,48367.281118769,m3/inhab/year
Liberia,2018,561.410774,current US$/inhab,0.465,,4.625134658,US$/m3,0.264311594,%,75.6,%,47449.672157535,m3/inhab/year
Liberia,2019,517.972477,current US$/inhab,0.465,,4.381296779,US$/m3,0.264311594,%,75.6,%,46536.920928757,m3/inhab/year
Liberia,2020,487.636028,current US$/inhab,0.465,,4.265101203,US$/m3,0.264311594,%,75.6,%,45601.212677766,m3/inhab/year
Liberia,2021,470.767016,current US$/inhab,0.465,,4.218914705,US$/m3,0.264311594,%,75.6,%,44671.946171845,m3/inhab/year
Libya,2005,8368.075948,current US$/inhab,0.749,,16.574750658,US$/m3,698.071428571,%,71.2,%,119.904364279,m3/inhab/year
Libya,2006,10060.357815,current US$/inhab,0.753,,17.117218473,US$/m3,715.081632653,%,71.2,%,117.18680028,m3/inhab/year
Libya,2007,11158.116663,current US$/inhab,0.754,,17.876208429,US$/m3,732.091836735,%,71.2,%,114.807229641,m3/inhab/year
Libya,2008,13921.895937,current US$/inhab,0.759,,17.265808961,US$/m3,749.102040816,%,71.2,%,112.388955698,m3/inhab/year
Libya,2009,9560.803808,current US$/inhab,0.757,,15.966315507,US$/m3,766.112244898,%,71.2,%,110.059587833,m3/inhab/year
Libya,2010,11611.358595,current US$/inhab,0.757,,16.404278743,US$/m3,783.12244898,%,71.2,%,107.825214711,m3/inhab/year
Libya,2011,7784.133213,current US$/inhab,0.708,,8.455850214,US$/m3,800.132653061,%,71.2,%,113.119758919,m3/inhab/year
Libya,2012,15765.419791,current US$/inhab,0.742,,15.022312914,US$/m3,817.142857143,%,71.2,%,119.253066933,m3/inhab/year
Libya,2013,12589.670234,current US$/inhab,0.707,,12.662306381,US$/m3,817.142857143,%,71.2,%,116.954745698,m3/inhab/year
Libya,2014,9408.752546,current US$/inhab,0.693,,9.773682116,US$/m3,817.142857143,%,71.2,%,114.796177747,m3/inhab/year
Libya,2015,7867.515731,current US$/inhab,0.691,,9.106519001,US$/m3,817.142857143,%,71.2,%,113.044805309,m3/inhab/year
Libya,2016,7945.00605,current US$/inhab,0.69,,8.701494176,US$/m3,817.142857143,%,71.2,%,111.426004537,m3/inhab/year
Libya,2017,10529.116269,current US$/inhab,0.704,,11.40264786,US$/m3,817.142857143,%,71.2,%,109.74778235,m3/inhab/year
Libya,2018,11838.298708,current US$/inhab,0.708,,12.429114041,US$/m3,817.142857143,%,71.2,%,108.061495636,m3/inhab/year
Libya,2019,10542.429021,current US$/inhab,0.708,,11.045741576,US$/m3,817.142857143,%,71.2,%,106.559692913,m3/inhab/year
Libya,2020,7039.725253,current US$/inhab,0.708,,7.760835273,US$/m3,817.142857143,%,71.2,%,105.200796761,m3/inhab/year
Libya,2021,5791.254976,current US$/inhab,0.708,,9.978874907,US$/m3,817.142857143,%,71.2,%,103.930395142,m3/inhab/year
Liechtenstein,2005,116930.184897,current US$/inhab,0.886,,,,,,,,0.0,m3/inhab/year
Liechtenstein,2006,126805.128121,current US$/inhab,0.89,,,,,,,,0.0,m3/inhab/year
Liechtenstein,2007,144784.449815,current US$/inhab,0.893,,,,,,,,0.0,m3/inhab/year
Liechtenstein,2008,158755.600887,current US$/inhab,0.899,,,,,,,,0.0,m3/inhab/year
Liechtenstein,2009,139644.903938,current US$/inhab,0.899,,,,,,,,0.0,m3/inhab/year
Liechtenstein,2010,156462.094778,current US$/inhab,0.904,,,,,,,,0.0,m3/inhab/year
Liechtenstein,2011,175415.283926,current US$/inhab,0.909,,,,,,,,0.0,m3/inhab/year
Liechtenstein,2012,165304.365484,current US$/inhab,0.91,,,,,,,,0.0,m3/inhab/year
Liechtenstein,2013,173659.496522,current US$/inhab,0.912,,,,,,,,0.0,m3/inhab/year
Liechtenstein,2014,179465.447218,current US$/inhab,0.911,,,,,,,,0.0,m3/inhab/year
Liechtenstein,2015,167809.212689,current US$/inhab,0.912,,,,,,,,0.0,m3/inhab/year
Liechtenstein,2016,165845.928847,current US$/inhab,0.915,,,,,,,,0.0,m3/inhab/year
Liechtenstein,2017,170875.739925,current US$/inhab,0.916,,,,,,,,0.0,m3/inhab/year
Liechtenstein,2018,175286.619287,current US$/inhab,0.917,,,,,,,,0.0,m3/inhab/year
Liechtenstein,2019,167012.654722,current US$/inhab,0.917,,,,,,,,0.0,m3/inhab/year
Liechtenstein,2020,157781.559346,current US$/inhab,0.917,,,,,,,,0.0,m3/inhab/year
Liechtenstein,2021,169260.216988,current US$/inhab,0.917,,,,,,,,0.0,m3/inhab/year
Lithuania,2005,7740.695425,current US$/inhab,0.81,,11.833647193,US$/m3,17.018024513,%,93.0,%,7262.415989409,m3/inhab/year
Lithuania,2006,9081.143511,current US$/inhab,0.819,,16.261298728,US$/m3,16.670511896,%,93.4,%,7373.006730201,m3/inhab/year
Lithuania,2007,12129.044734,current US$/inhab,0.826,,14.742700873,US$/m3,16.322999279,%,93.8,%,7486.81861547,m3/inhab/year
Lithuania,2008,14837.787378,current US$/inhab,0.831,,23.339103602,US$/m3,13.371304975,%,94.2,%,7598.36470786,m3/inhab/year
Lithuania,2009,11755.079115,current US$/inhab,0.821,,23.156996668,US$/m3,10.41961067,%,94.6,%,7703.242184589,m3/inhab/year
Lithuania,2010,11831.232857,current US$/inhab,0.824,,27.456487529,US$/m3,7.467916366,%,95.0,%,7804.986207474,m3/inhab/year
Lithuania,2011,14059.706107,current US$/inhab,0.831,,35.28351338,US$/m3,4.516222062,%,95.4,%,7903.740824402,m3/inhab/year
Lithuania,2012,14018.498809,current US$/inhab,0.835,,46.753372181,US$/m3,3.870223504,%,95.8,%,7997.80370517,m3/inhab/year
Lithuania,2013,15360.491429,current US$/inhab,0.84,,67.454479423,US$/m3,3.224224946,%,96.2,%,8090.644276166,m3/inhab/year
Lithuania,2014,16218.936869,current US$/inhab,0.852,,98.781544122,US$/m3,2.578226388,%,96.6,%,8180.499891984,m3/inhab/year
Lithuania,2015,13975.086749,current US$/inhab,0.855,,91.176404709,US$/m3,2.752703677,%,96.6,%,8266.512358436,m3/inhab/year
Lithuania,2016,14663.55904,current US$/inhab,0.86,,119.824260889,US$/m3,2.219899063,%,96.6,%,8351.305684035,m3/inhab/year
Lithuania,2017,16443.298019,current US$/inhab,0.866,,147.614112616,US$/m3,1.867339582,%,96.6,%,8435.331990566,m3/inhab/year
Lithuania,2018,18688.810585,current US$/inhab,0.869,,157.567389241,US$/m3,1.834102379,%,96.6,%,8518.396955907,m3/inhab/year
