Country,Continent,Year,Value - GDP per capita,Unit - GDP per capita,Value - HDI,Unit - HDI,Value - Water Use Efficiency,Unit - Water Use Efficiency,Value - Water Stress,Unit - Water Stress,Value - Total population with access to safe drinking-water,Unit - Total population with access to safe drinking-water,Value - Total renewable water resources per capita,Unit - Total renewable water resources per capita,TSNE_1,TSNE_2
Mexico,North America,2011,10341.499901,current US$/inhab,0.746,,12.375859675,US$/m3,29.813795069,%,94.6,%,4046.307960805,m3/inhab/year,0.747363269329071,2.399378776550293
Mexico,North America,2012,10376.09077,current US$/inhab,0.752,,12.496649125,US$/m3,31.032904707,%,95.1,%,3990.189390677,m3/inhab/year,1.7031930685043335,-0.9318431615829468
Mexico,North America,2013,10865.687238,current US$/inhab,0.75,,12.725956584,US$/m3,30.627785197,%,95.6,%,3937.976797237,m3/inhab/year,1.2850040197372437,0.6402642130851746
Mexico,North America,2014,11076.134112,current US$/inhab,0.754,,12.415639873,US$/m3,31.858148154,%,96.1,%,3889.390342392,m3/inhab/year,1.6172635555267334,-1.4079887866973877
Mexico,North America,2015,9753.400563,current US$/inhab,0.759,,12.634700188,US$/m3,32.131978934,%,96.1,%,3844.264635533,m3/inhab/year,1.458597183227539,0.2779421806335449
Mexico,North America,2016,8875.082066,current US$/inhab,0.764,,12.755338095,US$/m3,32.475955407,%,96.1,%,3800.946024827,m3/inhab/year,1.055270791053772,0.8916025757789612
Mexico,North America,2017,9434.378177,current US$/inhab,0.765,,12.942831568,US$/m3,32.949720167,%,96.1,%,3760.100862869,m3/inhab/year,-1.0589009523391724,-0.6884896755218506
Mexico,North America,2018,9857.007484,current US$/inhab,0.767,,13.071130562,US$/m3,44.462684177,%,96.1,%,3724.486894251,m3/inhab/year,-0.07770660519599915,-1.9686616659164429
Mexico,North America,2019,10145.152631,current US$/inhab,0.767,,12.921404834,US$/m3,44.718429693,%,96.1,%,3692.583855829,m3/inhab/year,-2.403885841369629,1.13470458984375
Mexico,North America,2020,8654.997327,current US$/inhab,0.767,,11.77650231,US$/m3,44.817024343,%,96.1,%,3665.827179163,m3/inhab/year,-2.7310054302215576,-0.6490927934646606
Mexico,North America,2021,10045.676372,current US$/inhab,0.767,,12.282084796,US$/m3,45.015214606,%,96.1,%,3645.377032777,m3/inhab/year,-1.155057668685913,3.1551711559295654
Micronesia (Federated States of),Oceania,2005,2259.275284,current US$/inhab,0.572,,,,,,89.7,%,0.0,m3/inhab/year,,
Micronesia (Federated States of),Oceania,2006,2297.096128,current US$/inhab,0.578,,,,,,89.6,%,0.0,m3/inhab/year,,
Micronesia (Federated States of),Oceania,2007,2344.403015,current US$/inhab,0.583,,,,,,89.5,%,0.0,m3/inhab/year,,
Micronesia (Federated States of),Oceania,2008,2420.749052,current US$/inhab,0.587,,,,,,89.4,%,0.0,m3/inhab/year,,
Micronesia (Federated States of),Oceania,2009,2598.403308,current US$/inhab,0.59,,,,,,89.3,%,0.0,m3/inhab/year,,
Micronesia (Federated States of),Oceania,2010,2760.011544,current US$/inhab,0.595,,,,,,89.2,%,0.0,m3/inhab/year,,
Micronesia (Federated States of),Oceania,2011,2885.44085,current US$/inhab,0.598,,,,,,89.1,%,0.0,m3/inhab/year,,
Micronesia (Federated States of),Oceania,2012,3023.58503,current US$/inhab,0.599,,,,,,89.0,%,0.0,m3/inhab/year,,
Micronesia (Federated States of),Oceania,2013,2920.700402,current US$/inhab,0.599,,,,,,89.0,%,0.0,m3/inhab/year,,
Micronesia (Federated States of),Oceania,2014,2928.448378,current US$/inhab,0.598,,,,,,89.0,%,0.0,m3/inhab/year,,
Micronesia (Federated States of),Oceania,2015,2891.322532,current US$/inhab,0.606,,,,,,89.0,%,0.0,m3/inhab/year,,
Micronesia (Federated States of),Oceania,2016,3022.653282,current US$/inhab,0.608,,,,,,89.0,%,0.0,m3/inhab/year,,
Micronesia (Federated States of),Oceania,2017,3320.355058,current US$/inhab,0.612,,,,,,89.0,%,0.0,m3/inhab/year,,
Micronesia (Federated States of),Oceania,2018,3623.329147,current US$/inhab,0.614,,,,,,89.0,%,0.0,m3/inhab/year,,
Micronesia (Federated States of),Oceania,2019,3703.385854,current US$/inhab,0.614,,,,,,89.0,%,0.0,m3/inhab/year,,
Micronesia (Federated States of),Oceania,2020,3635.094714,current US$/inhab,0.614,,,,,,89.0,%,0.0,m3/inhab/year,,
Micronesia (Federated States of),Oceania,2021,3572.655152,current US$/inhab,0.614,,,,,,89.0,%,0.0,m3/inhab/year,,
Monaco,Europe,2005,130766.806384,current US$/inhab,,,,,,,100.0,%,,,,
Monaco,Europe,2006,143160.543938,current US$/inhab,,,,,,,100.0,%,,,,
Monaco,Europe,2007,184397.865538,current US$/inhab,,,,,,,100.0,%,,,,
Monaco,Europe,2008,203275.316992,current US$/inhab,,,,,,,100.0,%,,,,
Monaco,Europe,2009,168278.845375,current US$/inhab,,,,,,,100.0,%,,,,
Monaco,Europe,2010,161623.652541,current US$/inhab,,,,,,,100.0,%,,,,
Monaco,Europe,2011,179134.745471,current US$/inhab,,,,,,,100.0,%,,,,
Monaco,Europe,2012,165508.187608,current US$/inhab,,,,,,,100.0,%,,,,
Monaco,Europe,2013,185001.796246,current US$/inhab,,,,,,,100.0,%,,,,
Monaco,Europe,2014,195511.394101,current US$/inhab,,,,,,,100.0,%,,,,
Monaco,Europe,2015,170270.150734,current US$/inhab,,,,,,,100.0,%,,,,
Monaco,Europe,2016,174488.233201,current US$/inhab,,,,,,,100.0,%,,,,
Monaco,Europe,2017,173611.814788,current US$/inhab,,,,,,,100.0,%,,,,
Monaco,Europe,2018,194288.624159,current US$/inhab,,,,,,,100.0,%,,,,
Monaco,Europe,2019,199383.567155,current US$/inhab,,,,,,,100.0,%,,,,
Monaco,Europe,2020,182537.304588,current US$/inhab,,,,,,,100.0,%,,,,
Monaco,Europe,2021,234317.084828,current US$/inhab,,,,,,,100.0,%,,,,
Mongolia,Asia,2005,1143.285497,current US$/inhab,0.649,,7.531410113,US$/m3,3.753303965,%,60.2,%,13597.707145243,m3/inhab/year,2.6962809562683105,-8.255721092224121
Mongolia,Asia,2006,1533.59699,current US$/inhab,0.66,,8.232670615,US$/m3,3.964757709,%,60.9,%,13481.881977746,m3/inhab/year,-8.170289993286133,0.7273654341697693
Mongolia,Asia,2007,1884.551208,current US$/inhab,0.671,,8.954648987,US$/m3,3.991678904,%,61.5,%,13355.628533917,m3/inhab/year,3.250264883041382,-10.291729927062988
Mongolia,Asia,2008,2475.465861,current US$/inhab,0.682,,9.585161586,US$/m3,4.018600098,%,62.0,%,13212.411922,m3/inhab/year,9.688713073730469,1.8716814517974854
Mongolia,Asia,2009,1993.074657,current US$/inhab,0.688,,9.657882541,US$/m3,4.045521292,%,62.5,%,13049.77326019,m3/inhab/year,8.325207710266113,5.9245781898498535
Mongolia,Asia,2010,2660.288612,current US$/inhab,0.697,,10.714892606,US$/m3,3.896965247,%,62.9,%,12876.870476444,m3/inhab/year,-9.293219566345215,-6.555613994598389
Mongolia,Asia,2011,3793.754196,current US$/inhab,0.711,,12.902101471,US$/m3,3.748409202,%,63.3,%,12682.502301437,m3/inhab/year,-11.619390487670898,-1.0677539110183716
Mongolia,Asia,2012,4402.299365,current US$/inhab,0.719,,15.199135728,US$/m3,3.599853157,%,63.7,%,12462.625552895,m3/inhab/year,-9.982312202453613,-7.231644630432129
Mongolia,Asia,2013,4422.29104,current US$/inhab,0.728,,17.182097264,US$/m3,3.451297112,%,64.0,%,12231.328157045,m3/inhab/year,-9.624419212341309,-7.365603446960449
Mongolia,Asia,2014,4211.9481,current US$/inhab,0.733,,19.906059913,US$/m3,3.302741067,%,64.2,%,11988.32998085,m3/inhab/year,6.179266452789307,12.084368705749512
Mongolia,Asia,2015,3919.351213,current US$/inhab,0.736,,21.214152382,US$/m3,3.154185022,%,64.4,%,11737.92452582,m3/inhab/year,-12.781485557556152,-2.5027148723602295
Mongolia,Asia,2016,3690.756778,current US$/inhab,0.73,,20.359347909,US$/m3,3.395007342,%,64.4,%,11486.835525349,m3/inhab/year,-11.35782241821289,-6.961115837097168
Mongolia,Asia,2017,3708.248166,current US$/inhab,0.729,,21.639575927,US$/m3,3.395007342,%,64.4,%,11240.201160841,m3/inhab/year,12.318028450012207,-5.798854351043701
Mongolia,Asia,2018,4165.022821,current US$/inhab,0.735,,22.734350126,US$/m3,3.395007342,%,64.4,%,10998.767063497,m3/inhab/year,-14.436796188354492,1.0327181816101074
Mongolia,Asia,2019,4394.947151,current US$/inhab,0.735,,24.076695099,US$/m3,3.395007342,%,64.4,%,10765.894389051,m3/inhab/year,7.72442626953125,-9.031267166137695
Mongolia,Asia,2020,4041.174146,current US$/inhab,0.735,,22.918823289,US$/m3,3.395007342,%,64.4,%,10563.588706067,m3/inhab/year,5.4669060707092285,11.46165657043457
Mongolia,Asia,2021,4509.858393,current US$/inhab,0.735,,22.959571175,US$/m3,3.395007342,%,64.4,%,10394.942084042,m3/inhab/year,12.739289283752441,-1.9173028469085693
Montenegro,Europe,2006,4302.8201,current US$/inhab,0.764,,,,,,98.1,%,,,,
Montenegro,Europe,2007,5824.261038,current US$/inhab,0.775,,,,,,98.3,%,,,,
Montenegro,Europe,2008,7198.797785,current US$/inhab,0.785,,,,,,98.5,%,,,,
Montenegro,Europe,2009,6589.381955,current US$/inhab,0.787,,,,,,98.7,%,,,,
Montenegro,Europe,2010,6558.906935,current US$/inhab,0.793,,17.482821129,US$/m3,,,98.9,%,,,,
Montenegro,Europe,2011,7183.594169,current US$/inhab,0.797,,18.035903974,US$/m3,,,99.1,%,,,,
Montenegro,Europe,2012,6457.282227,current US$/inhab,0.798,,17.703933478,US$/m3,,,99.3,%,,,,
Montenegro,Europe,2013,7042.441564,current US$/inhab,0.801,,17.761515243,US$/m3,,,99.4,%,,,,
Montenegro,Europe,2014,7232.785748,current US$/inhab,0.803,,17.796746961,US$/m3,,,99.6,%,,,,
Montenegro,Europe,2015,6393.220681,current US$/inhab,0.807,,18.840720363,US$/m3,,,99.7,%,,,,
Montenegro,Europe,2016,6906.985207,current US$/inhab,0.809,,19.560723515,US$/m3,,,99.7,%,,,,
Montenegro,Europe,2017,7679.191235,current US$/inhab,0.813,,20.406459537,US$/m3,,,99.7,%,,,,
Montenegro,Europe,2018,8720.984037,current US$/inhab,0.816,,21.475146235,US$/m3,,,99.7,%,,,,
Montenegro,Europe,2019,8791.588868,current US$/inhab,0.816,,22.270985966,US$/m3,,,99.7,%,,,,
Montenegro,Europe,2020,7600.017859,current US$/inhab,0.816,,18.976883324,US$/m3,,,99.7,%,,,,
Montenegro,Europe,2021,9252.311916,current US$/inhab,0.816,,21.271776473,US$/m3,,,99.7,%,,,,
Morocco,Africa,2005,2055.236049,current US$/inhab,0.581,,3.825988816,US$/m3,63.471415543,%,80.8,%,952.947337961,m3/inhab/year,-0.18900446593761444,-2.5702085494995117
Morocco,Africa,2006,2236.938577,current US$/inhab,0.588,,4.223554851,US$/m3,60.927374838,%,81.4,%,940.550037554,m3/inhab/year,-1.849940299987793,0.22455868124961853
Morocco,Africa,2007,2530.717576,current US$/inhab,0.596,,4.614570288,US$/m3,58.383334133,%,81.9,%,928.516017206,m3/inhab/year,3.721400737762451,-3.3085572719573975
Morocco,Africa,2008,2957.389334,current US$/inhab,0.603,,5.209118824,US$/m3,55.839293429,%,82.5,%,916.706411685,m3/inhab/year,3.2051279544830322,2.8602380752563477
Morocco,Africa,2009,2965.345722,current US$/inhab,0.609,,5.915441545,US$/m3,53.295252724,%,83.0,%,905.037334819,m3/inhab/year,4.202347278594971,0.216730996966362
Morocco,Africa,2010,2970.215973,current US$/inhab,0.618,,6.651289328,US$/m3,50.751212019,%,83.5,%,893.273389555,m3/inhab/year,-4.462465763092041,-1.2590893507003784
Morocco,Africa,2011,3223.111994,current US$/inhab,0.627,,7.374915476,US$/m3,50.751212019,%,84.0,%,881.359873855,m3/inhab/year,-5.392552375793457,2.5016207695007324
Morocco,Africa,2012,3117.36455,current US$/inhab,0.636,,7.711217407,US$/m3,50.751212019,%,84.6,%,869.508666738,m3/inhab/year,-2.831641435623169,-5.159652233123779
Morocco,Africa,2013,3381.615877,current US$/inhab,0.646,,8.047541652,US$/m3,50.751212019,%,85.1,%,857.898644718,m3/inhab/year,-4.205892562866211,-2.444012403488159
Morocco,Africa,2014,3478.414749,current US$/inhab,0.653,,8.48156852,US$/m3,50.751212019,%,85.3,%,846.749865973,m3/inhab/year,4.522803783416748,4.467813014984131
Morocco,Africa,2015,3183.747478,current US$/inhab,0.66,,8.604597205,US$/m3,50.751212019,%,85.4,%,836.205796359,m3/inhab/year,-5.328132629394531,-0.36851251125335693
Morocco,Africa,2016,3178.058723,current US$/inhab,0.669,,8.467993195,US$/m3,50.751212019,%,85.4,%,826.039875964,m3/inhab/year,-4.217524528503418,-3.6606221199035645
Morocco,Africa,2017,3336.528682,current US$/inhab,0.675,,8.505763808,US$/m3,50.751212019,%,85.4,%,816.254957517,m3/inhab/year,4.919240474700928,-3.5637481212615967
Morocco,Africa,2018,3544.390868,current US$/inhab,0.676,,8.405044398,US$/m3,50.751212019,%,85.4,%,807.180881526,m3/inhab/year,-6.808037757873535,-1.4388961791992188
Morocco,Africa,2019,3551.091237,current US$/inhab,0.676,,8.257547295,US$/m3,50.751212019,%,85.4,%,798.801071209,m3/inhab/year,1.9176253080368042,-3.901563882827759
Morocco,Africa,2020,3307.484197,current US$/inhab,0.676,,7.274770226,US$/m3,50.751212019,%,85.4,%,790.432560675,m3/inhab/year,0.7545671463012695,5.115516662597656
Morocco,Africa,2021,3853.283331,current US$/inhab,0.676,,7.291889601,US$/m3,50.751212019,%,85.4,%,782.164829424,m3/inhab/year,5.464700698852539,1.5025497674942017
Mozambique,Africa,2005,422.642863,current US$/inhab,0.354,,4.783292232,US$/m3,1.296296925,%,44.8,%,10741.614737317,m3/inhab/year,3.6236376762390137,-10.516127586364746
Mozambique,Africa,2006,442.559055,current US$/inhab,0.361,,5.034196488,US$/m3,1.341815866,%,45.6,%,10469.723594475,m3/inhab/year,-10.838698387145996,1.4681204557418823
Mozambique,Africa,2007,491.09843,current US$/inhab,0.372,,5.3110267,US$/m3,1.387334806,%,46.3,%,10201.821732399,m3/inhab/year,3.7026655673980713,-13.040656089782715
Mozambique,Africa,2008,574.769743,current US$/inhab,0.381,,5.310922669,US$/m3,1.432853746,%,47.0,%,9937.94119641,m3/inhab/year,12.201020240783691,1.6612268686294556
Mozambique,Africa,2009,531.026967,current US$/inhab,0.389,,5.405258042,US$/m3,1.478372686,%,47.8,%,9676.128265081,m3/inhab/year,9.690899848937988,8.050819396972656
Mozambique,Africa,2010,481.268197,current US$/inhab,0.396,,5.620359775,US$/m3,1.523891626,%,48.5,%,9408.971408732,m3/inhab/year,-11.507134437561035,-8.057744026184082
Mozambique,Africa,2011,605.273458,current US$/inhab,0.391,,5.910743634,US$/m3,1.569410566,%,49.3,%,9137.043489255,m3/inhab/year,-14.115591049194336,-1.6947929859161377
Mozambique,Africa,2012,667.717821,current US$/inhab,0.398,,6.233127772,US$/m3,1.614929506,%,50.1,%,8865.707642938,m3/inhab/year,-12.301055908203125,-8.088093757629395
Mozambique,Africa,2013,672.203993,current US$/inhab,0.412,,6.512650387,US$/m3,1.660448446,%,50.8,%,8597.43040982,m3/inhab/year,-11.813512802124023,-8.776068687438965
Mozambique,Africa,2014,680.375316,current US$/inhab,0.42,,6.83724326,US$/m3,1.705967386,%,50.9,%,8337.588537433,m3/inhab/year,7.360118389129639,14.67516803741455
Mozambique,Africa,2015,594.226918,current US$/inhab,0.428,,7.133478074,US$/m3,1.751486326,%,51.1,%,8087.695504486,m3/inhab/year,-15.510848999023438,-2.716106414794922
Mozambique,Africa,2016,430.992945,current US$/inhab,0.435,,7.430294386,US$/m3,1.751486326,%,51.1,%,7838.537536142,m3/inhab/year,-13.822402000427246,-8.027514457702637
Mozambique,Africa,2017,462.69997,current US$/inhab,0.442,,7.619941603,US$/m3,1.751486326,%,51.1,%,7599.028626426,m3/inhab/year,14.806026458740234,-6.991720199584961
Mozambique,Africa,2018,504.535826,current US$/inhab,0.446,,7.927739636,US$/m3,1.751486326,%,51.1,%,7378.36120718,m3/inhab/year,-17.191726684570312,1.6568217277526855
Mozambique,Africa,2019,508.163404,current US$/inhab,0.446,,8.023181342,US$/m3,1.751486326,%,51.1,%,7168.42446054,m3/inhab/year,9.524772644042969,-11.012093544006348
Mozambique,Africa,2020,454.062364,current US$/inhab,0.446,,7.723996669,US$/m3,1.751486326,%,51.1,%,6963.189935134,m3/inhab/year,6.581113815307617,14.054740905761719
Mozambique,Africa,2021,491.839113,current US$/inhab,0.446,,7.786538893,US$/m3,1.751486326,%,51.1,%,6768.074093546,m3/inhab/year,15.570656776428223,-2.210324764251709
Myanmar,Asia,2005,296.445167,current US$/inhab,0.47,,0.54609153,US$/m3,5.801501397,%,72.3,%,24469.626913204,m3/inhab/year,0.9861351251602173,-6.858290195465088
Myanmar,Asia,2006,343.451179,current US$/inhab,0.479,,0.63580118,US$/m3,5.801501397,%,73.5,%,24284.506447455,m3/inhab/year,-6.164519309997559,-0.3729163706302643
Myanmar,Asia,2007,423.903086,current US$/inhab,0.49,,0.71851281,US$/m3,5.801501397,%,74.6,%,24105.364925769,m3/inhab/year,1.5210821628570557,-8.232422828674316
Myanmar,Asia,2008,573.087662,current US$/inhab,0.501,,0.811193647,US$/m3,5.801501397,%,75.8,%,23964.956248461,m3/inhab/year,6.910369873046875,0.7157151699066162
Myanmar,Asia,2009,730.232017,current US$/inhab,0.512,,0.90814588,US$/m3,5.801501397,%,76.9,%,23824.953225321,m3/inhab/year,7.909114360809326,3.052816152572632
Myanmar,Asia,2010,908.008473,current US$/inhab,0.523,,1.004027593,US$/m3,5.801501397,%,78.1,%,23643.989466256,m3/inhab/year,-5.523531913757324,-4.9334397315979
Myanmar,Asia,2011,1224.698548,current US$/inhab,0.534,,1.09735097,US$/m3,5.801501397,%,79.2,%,23452.378958473,m3/inhab/year,-7.170874118804932,-0.7632945775985718
Myanmar,Asia,2012,1294.997202,current US$/inhab,0.541,,1.198545914,US$/m3,5.801501397,%,80.3,%,23254.524232606,m3/inhab/year,-6.062983512878418,-3.9534106254577637
Myanmar,Asia,2013,1303.54949,current US$/inhab,0.551,,1.311712345,US$/m3,5.801501397,%,80.4,%,23057.026910303,m3/inhab/year,-5.732822895050049,-5.695320129394531
Myanmar,Asia,2014,1372.268308,current US$/inhab,0.558,,1.42495479,US$/m3,5.801501397,%,80.5,%,22865.562942798,m3/inhab/year,4.055733680725098,7.825926303863525
Myanmar,Asia,2015,1239.904282,current US$/inhab,0.565,,1.570981827,US$/m3,5.801501397,%,80.6,%,22682.797700697,m3/inhab/year,-8.024836540222168,-2.2981209754943848
Myanmar,Asia,2016,1290.569013,current US$/inhab,0.571,,1.685801678,US$/m3,5.801501397,%,80.6,%,22504.280929738,m3/inhab/year,-7.529466152191162,-3.951878309249878
Myanmar,Asia,2017,1304.481669,current US$/inhab,0.577,,1.821238825,US$/m3,5.801501397,%,80.6,%,22333.850676196,m3/inhab/year,8.25227165222168,-3.243151903152466
Myanmar,Asia,2018,1397.812805,current US$/inhab,0.584,,1.969422572,US$/m3,5.801501397,%,80.6,%,22173.692506898,m3/inhab/year,-9.505876541137695,0.790008008480072
Myanmar,Asia,2019,1400.369087,current US$/inhab,0.584,,2.038725649,US$/m3,5.801501397,%,80.6,%,22017.257397086,m3/inhab/year,5.121224880218506,-4.985782623291016
Myanmar,Asia,2020,1465.993362,current US$/inhab,0.584,,1.892744713,US$/m3,5.801501397,%,80.6,%,21859.417700902,m3/inhab/year,3.7679951190948486,6.9209160804748535
Myanmar,Asia,2021,1088.925206,current US$/inhab,0.584,,1.530283346,US$/m3,5.801501397,%,80.6,%,21707.092765609,m3/inhab/year,7.903955936431885,-1.0978667736053467
Namibia,Africa,2005,3628.043812,current US$/inhab,0.544,,20.591845039,US$/m3,0.861552567,%,83.0,%,20332.524142007,m3/inhab/year,2.4128475189208984,0.07036083936691284
Namibia,Africa,2006,3944.000999,current US$/inhab,0.55,,22.435508655,US$/m3,0.861552567,%,83.9,%,20090.025058418,m3/inhab/year,0.6147854328155518,3.2380013465881348
Namibia,Africa,2007,4345.48535,current US$/inhab,0.558,,23.898795656,US$/m3,0.861552567,%,84.8,%,19840.993650484,m3/inhab/year,-0.5568259954452515,-2.0998175144195557
Namibia,Africa,2008,4163.10104,current US$/inhab,0.566,,24.80903973,US$/m3,0.861552567,%,85.6,%,19577.621762898,m3/inhab/year,2.7718911170959473,-0.3620244264602661
Namibia,Africa,2009,4292.343266,current US$/inhab,0.575,,24.544953705,US$/m3,0.861552567,%,86.5,%,19299.595390342,m3/inhab/year,0.378547728061676,1.4348267316818237
Namibia,Africa,2010,5374.32221,current US$/inhab,0.588,,26.061002623,US$/m3,0.861552567,%,87.3,%,19011.361563133,m3/inhab/year,-1.8369886875152588,-2.822213649749756
Namibia,Africa,2011,5819.698036,current US$/inhab,0.601,,28.139694304,US$/m3,0.861552567,%,88.0,%,18716.527383063,m3/inhab/year,-3.3189709186553955,-0.06670079380273819
Namibia,Africa,2012,6005.251173,current US$/inhab,0.612,,29.047370318,US$/m3,0.861552567,%,88.8,%,18413.172962025,m3/inhab/year,-3.0042452812194824,-1.7432832717895508
Namibia,Africa,2013,5516.795016,current US$/inhab,0.622,,30.035339189,US$/m3,0.861552567,%,89.6,%,18103.796308477,m3/inhab/year,-2.444570302963257,1.001486897468567
Namibia,Africa,2014,5539.113607,current US$/inhab,0.631,,31.884355304,US$/m3,0.861552567,%,90.3,%,17793.126262538,m3/inhab/year,1.524548053741455,2.6527462005615234
Namibia,Africa,2015,4965.673057,current US$/inhab,0.637,,33.696525926,US$/m3,0.861552567,%,91.0,%,17483.650968325,m3/inhab/year,-1.26734459400177,-1.3583163022994995
Namibia,Africa,2016,4614.892078,current US$/inhab,0.639,,33.611475364,US$/m3,0.861552567,%,91.0,%,17177.76729484,m3/inhab/year,-0.3428739011287689,-2.391881227493286
Namibia,Africa,2017,5450.334514,current US$/inhab,0.643,,33.0520497,US$/m3,0.861552567,%,91.0,%,16878.590030847,m3/inhab/year,2.7715728282928467,-0.535977303981781
Namibia,Africa,2018,5687.381289,current US$/inhab,0.645,,33.410847208,US$/m3,0.861552567,%,91.0,%,16589.903894117,m3/inhab/year,-3.232215642929077,0.16002435982227325
Namibia,Africa,2019,5126.594306,current US$/inhab,0.645,,33.397655242,US$/m3,0.861552567,%,91.0,%,16312.140221462,m3/inhab/year,1.2163561582565308,-0.15181094408035278
Namibia,Africa,2020,4243.569032,current US$/inhab,0.645,,30.496350411,US$/m3,0.861552567,%,91.0,%,16033.920721482,m3/inhab/year,0.83628910779953,1.334177017211914
Namibia,Africa,2021,4836.17424,current US$/inhab,0.645,,30.864866738,US$/m3,0.861552567,%,91.0,%,15773.762119336,m3/inhab/year,1.8593106269836426,0.536303699016571
Nauru,Oceania,2005,2548.266474,current US$/inhab,,,,,,,94.4,%,969.180073658,m3/inhab/year,,
Nauru,Oceania,2006,2466.686818,current US$/inhab,,,,,,,94.6,%,971.439673596,m3/inhab/year,,
Nauru,Oceania,2007,2251.053721,current US$/inhab,,,,,,,94.9,%,973.994350833,m3/inhab/year,,
Nauru,Oceania,2008,4056.018532,current US$/inhab,,,,,,,95.2,%,976.2764815,m3/inhab/year,,
Nauru,Oceania,2009,5300.809267,current US$/inhab,,,,,,,95.4,%,977.230528682,m3/inhab/year,,
Nauru,Oceania,2010,5788.224979,current US$/inhab,,,,,,,95.7,%,976.467141881,m3/inhab/year,,
Nauru,Oceania,2011,8549.044501,current US$/inhab,,,,,,,96.0,%,972.478848585,m3/inhab/year,,
Nauru,Oceania,2012,11541.323746,current US$/inhab,,,,,,,96.3,%,957.487552662,m3/inhab/year,,
Nauru,Oceania,2013,11050.903731,current US$/inhab,,,,,,,96.5,%,935.103796521,m3/inhab/year,,
Nauru,Oceania,2014,12141.398108,current US$/inhab,,,,,,,96.5,%,914.07678245,m3/inhab/year,,
Nauru,Oceania,2015,9329.741001,current US$/inhab,,,,,,,96.5,%,894.054537327,m3/inhab/year,,
Nauru,Oceania,2016,10332.097893,current US$/inhab,,,,,,,96.5,%,874.355163067,m3/inhab/year,,
Nauru,Oceania,2017,11020.663089,current US$/inhab,,,,,,,96.5,%,856.01780517,m3/inhab/year,,
Nauru,Oceania,2018,11590.374052,current US$/inhab,,,,,,,96.5,%,838.644750084,m3/inhab/year,,
Nauru,Oceania,2019,10976.593274,current US$/inhab,,,,,,,96.5,%,824.266402901,m3/inhab/year,,
Nauru,Oceania,2020,11015.094292,current US$/inhab,,,,,,,96.5,%,812.017864393,m3/inhab/year,,
Nauru,Oceania,2021,12390.370114,current US$/inhab,,,,,,,96.5,%,799.296618975,m3/inhab/year,,
Nepal,Asia,2005,331.478809,current US$/inhab,0.474,,,,8.311832662,%,82.2,%,7996.92297274,m3/inhab/year,,
Nepal,Asia,2006,362.467644,current US$/inhab,0.484,,1.508940046,US$/m3,8.311832662,%,83.2,%,7926.401065863,m3/inhab/year,-0.8632499575614929,1.3500757217407227
Nepal,Asia,2007,444.52799,current US$/inhab,0.49,,1.573307889,US$/m3,8.311832662,%,84.1,%,7868.634973387,m3/inhab/year,2.0527267456054688,-2.6436758041381836
Nepal,Asia,2008,477.660418,current US$/inhab,0.5,,1.684289943,US$/m3,8.311832662,%,85.1,%,7819.491320885,m3/inhab/year,2.0697994232177734,3.9963502883911133
Nepal,Asia,2009,524.639224,current US$/inhab,0.513,,1.762992756,US$/m3,8.311832662,%,86.1,%,7777.424755543,m3/inhab/year,2.2522835731506348,0.27964040637016296
Nepal,Asia,2010,676.124876,current US$/inhab,0.527,,1.847827811,US$/m3,8.311832662,%,87.0,%,7738.876037601,m3/inhab/year,-2.5236854553222656,-1.5965509414672852
Nepal,Asia,2011,772.558417,current US$/inhab,0.534,,1.938109208,US$/m3,8.311832662,%,88.0,%,7709.122132336,m3/inhab/year,-3.3837645053863525,1.498138189315796
Nepal,Asia,2012,748.067647,current US$/inhab,0.548,,2.047078289,US$/m3,8.311832662,%,88.9,%,7690.986551604,m3/inhab/year,-1.8336611986160278,-2.8669121265411377
Nepal,Asia,2013,751.925023,current US$/inhab,0.555,,2.080290027,US$/m3,8.311832662,%,89.8,%,7676.70061105,m3/inhab/year,-1.8934112787246704,-1.1057915687561035
Nepal,Asia,2014,783.183977,current US$/inhab,0.562,,2.183531682,US$/m3,8.311832662,%,90.7,%,7654.183550235,m3/inhab/year,2.761599540710449,2.0941109657287598
Nepal,Asia,2015,835.032063,current US$/inhab,0.568,,2.188289388,US$/m3,8.311832662,%,91.6,%,7613.094014648,m3/inhab/year,-1.8764653205871582,-0.1379755586385727
Nepal,Asia,2016,861.669182,current US$/inhab,0.572,,2.074374698,US$/m3,8.311832662,%,91.6,%,7544.546021838,m3/inhab/year,-1.398950457572937,-1.5389994382858276
Nepal,Asia,2017,995.824573,current US$/inhab,0.574,,2.327447599,US$/m3,8.311832662,%,91.6,%,7458.284170278,m3/inhab/year,2.0859971046447754,-1.7845674753189087
Nepal,Asia,2018,1023.419543,current US$/inhab,0.579,,2.437683922,US$/m3,8.311832662,%,91.6,%,7373.702024983,m3/inhab/year,-3.3771629333496094,-1.3241281509399414
Nepal,Asia,2019,1098.030494,current US$/inhab,0.579,,2.676407897,US$/m3,8.311832662,%,91.6,%,7290.38512656,m3/inhab/year,0.1901097297668457,-1.030703067779541
Nepal,Asia,2020,1069.92371,current US$/inhab,0.579,,2.499802955,US$/m3,8.311832662,%,91.6,%,7162.174911964,m3/inhab/year,-0.4662919044494629,2.028869867324829
